PERIODO,ESTU_DEPTO_RESIDE,FAMI_ESTRATOVIVIENDA,FAMI_TIENEINTERNET,Estrato - Internet,PUNT_GLOBAL,Conteo
2019-01-01,BOGOTA,Estrato 3,No,Estrato 3 - No,252.38140517696777,1893
2019-01-01,BOGOTA,Estrato 3,Si,Estrato 3 - Si,276.8377671016779,27892
2019-01-01,BOGOTA,Sin Estrato,No,Sin Estrato - No,214.4472049689441,161
2019-01-01,BOGOTA,Sin Estrato,Si,Sin Estrato - Si,237.925,360
2019-01-01,BOLIVAR,Estrato 1,No,Estrato 1 - No,220.82847800237812,6728
2019-01-01,BOLIVAR,Estrato 1,Si,Estrato 1 - Si,238.00111441307578,2692
2019-01-01,BOLIVAR,Estrato 2,No,Estrato 2 - No,220.90454545454546,2860
2019-01-01,BOLIVAR,Estrato 2,Si,Estrato 2 - Si,248.9006401335931,3593
2019-01-01,BOLIVAR,Estrato 3,No,Estrato 3 - No,209.54669084315503,1103
2019-01-01,BOLIVAR,Estrato 3,Si,Estrato 3 - Si,255.03475711892798,2388
2019-01-01,BOLIVAR,Sin Estrato,No,Sin Estrato - No,197.10923753665688,1364
2019-01-01,BOLIVAR,Sin Estrato,Si,Sin Estrato - Si,205.95238095238096,315
2019-01-01,BOYACA,Estrato 1,No,Estrato 1 - No,245.47369901547117,3555
2019-01-01,BOYACA,Estrato 1,Si,Estrato 1 - Si,256.30798122065727,1065
2019-01-01,BOYACA,Estrato 2,No,Estrato 2 - No,254.57995735607676,3752
2019-01-01,BOYACA,Estrato 2,Si,Estrato 2 - Si,272.8402708124373,3988
2019-01-01,BOYACA,Estrato 3,No,Estrato 3 - No,249.36046511627907,602
2019-01-01,BOYACA,Estrato 3,Si,Estrato 3 - Si,283.8777251184834,2110
2019-01-01,BOYACA,Sin Estrato,No,Sin Estrato - No,223.59259259259258,135
2019-01-01,BOYACA,Sin Estrato,Si,Sin Estrato - Si,232.23728813559322,59
2019-01-01,CALDAS,Estrato 1,No,Estrato 1 - No,230.64156285390715,1766
2019-01-01,CALDAS,Estrato 1,Si,Estrato 1 - Si,238.91707798617966,1013
2019-01-01,CALDAS,Estrato 2,No,Estrato 2 - No,232.5342717258262,1634
2019-01-01,CALDAS,Estrato 2,Si,Estrato 2 - Si,251.58217391304348,2300
2019-01-01,CALDAS,Estrato 3,No,Estrato 3 - No,233.79328165374676,387
2019-01-01,CALDAS,Estrato 3,Si,Estrato 3 - Si,268.9713035019455,2056
2019-01-01,CALDAS,Sin Estrato,No,Sin Estrato - No,222.02380952380952,126
2019-01-01,CALDAS,Sin Estrato,Si,Sin Estrato - Si,218.57407407407408,54
2019-01-01,CAQUETA,Estrato 1,No,Estrato 1 - No,229.4566712517194,1454
2019-01-01,CAQUETA,Estrato 1,Si,Estrato 1 - Si,242.82311977715878,718
2019-01-01,CAQUETA,Estrato 2,No,Estrato 2 - No,229.99045801526717,524
2019-01-01,CAQUETA,Estrato 2,Si,Estrato 2 - Si,247.28532235939645,729
2019-01-01,CAQUETA,Estrato 3,No,Estrato 3 - No,223.79577464788733,142
2019-01-01,CAQUETA,Estrato 3,Si,Estrato 3 - Si,255.39583333333334,336
2019-01-01,CAQUETA,Sin Estrato,No,Sin Estrato - No,203.44230769230768,260
2019-01-01,CAQUETA,Sin Estrato,Si,Sin Estrato - Si,212.90322580645162,62
2019-01-01,CASANARE,Estrato 1,No,Estrato 1 - No,239.59467634603752,1653
2019-01-01,CASANARE,Estrato 1,Si,Estrato 1 - Si,252.78473091364205,799
2019-01-01,CASANARE,Estrato 2,No,Estrato 2 - No,241.43820224719101,979
2019-01-01,CASANARE,Estrato 2,Si,Estrato 2 - Si,258.794498381877,1236
2019-01-01,CASANARE,Estrato 3,No,Estrato 3 - No,234.5874125874126,143
2019-01-01,CASANARE,Estrato 3,Si,Estrato 3 - Si,268.0060120240481,499
2019-01-01,CASANARE,Sin Estrato,No,Sin Estrato - No,203.68613138686132,137
2019-01-01,CASANARE,Sin Estrato,Si,Sin Estrato - Si,234.8181818181818,33
2019-01-01,CAUCA,Estrato 1,No,Estrato 1 - No,226.43989983305508,4792
2019-01-01,CAUCA,Estrato 1,Si,Estrato 1 - Si,239.61799217731422,1534
2019-01-01,CAUCA,Estrato 2,No,Estrato 2 - No,227.01885680612847,1697
2019-01-01,CAUCA,Estrato 2,Si,Estrato 2 - Si,252.169842133914,1837
2019-01-01,CAUCA,Estrato 3,No,Estrato 3 - No,214.9100529100529,567
2019-01-01,CAUCA,Estrato 3,Si,Estrato 3 - Si,261.2985739750446,1122
2019-01-01,CAUCA,Sin Estrato,No,Sin Estrato - No,202.14336917562724,837
2019-01-01,CAUCA,Sin Estrato,Si,Sin Estrato - Si,206.94202898550725,207
2019-01-01,CESAR,Estrato 1,No,Estrato 1 - No,229.798802946593,4344
2019-01-01,CESAR,Estrato 1,Si,Estrato 1 - Si,244.66296670030272,1982
2019-01-01,CESAR,Estrato 2,No,Estrato 2 - No,233.95662100456622,1314
2019-01-01,CESAR,Estrato 2,Si,Estrato 2 - Si,255.12349831811628,2081
2019-01-01,CESAR,Estrato 3,No,Estrato 3 - No,222.8600583090379,343
2019-01-01,CESAR,Estrato 3,Si,Estrato 3 - Si,262.47583333333336,1200
2019-01-01,CESAR,Sin Estrato,No,Sin Estrato - No,207.3760683760684,468
2019-01-01,CESAR,Sin Estrato,Si,Sin Estrato - Si,214.36893203883494,103
2019-01-01,CHOCO,Estrato 1,No,Estrato 1 - No,205.70220326936746,1407
2019-01-01,CHOCO,Estrato 1,Si,Estrato 1 - Si,221.78115501519756,658
2019-01-01,CHOCO,Estrato 2,No,Estrato 2 - No,200.57435897435897,390
2019-01-01,CHOCO,Estrato 2,Si,Estrato 2 - Si,222.27642276422765,369
2019-01-01,CHOCO,Estrato 3,No,Estrato 3 - No,189.03734439834025,241
2019-01-01,CHOCO,Estrato 3,Si,Estrato 3 - Si,211.29515418502203,227
2019-01-01,CHOCO,Sin Estrato,No,Sin Estrato - No,182.08247422680412,485
2019-01-01,CHOCO,Sin Estrato,Si,Sin Estrato - Si,184.46625766871165,163
2019-01-01,CORDOBA,Estrato 1,No,Estrato 1 - No,232.32492618110237,8128
2019-01-01,CORDOBA,Estrato 1,Si,Estrato 1 - Si,254.65838264299802,2535
2019-01-01,CORDOBA,Estrato 2,No,Estrato 2 - No,227.1334496293066,2293
2019-01-01,CORDOBA,Estrato 2,Si,Estrato 2 - Si,261.3463579353594,2073
2019-01-01,CORDOBA,Estrato 3,No,Estrato 3 - No,216.32984293193718,764
2019-01-01,CORDOBA,Estrato 3,Si,Estrato 3 - Si,261.63646170442286,927
2019-01-01,CORDOBA,Sin Estrato,No,Sin Estrato - No,207.175506268081,1037
2019-01-01,CORDOBA,Sin Estrato,Si,Sin Estrato - Si,215.76296296296297,135
2019-01-01,CUNDINAMARCA,Estrato 1,No,Estrato 1 - No,235.65655884995508,4452
2019-01-01,CUNDINAMARCA,Estrato 1,Si,Estrato 1 - Si,245.42456658059757,2711
2019-01-01,CUNDINAMARCA,Estrato 2,No,Estrato 2 - No,244.84875211109025,5329
2019-01-01,CUNDINAMARCA,Estrato 2,Si,Estrato 2 - Si,258.6869221879815,10384
2019-01-01,CUNDINAMARCA,Estrato 3,No,Estrato 3 - No,242.17294281729428,1434
2019-01-01,CUNDINAMARCA,Estrato 3,Si,Estrato 3 - Si,266.91356843992827,8365
2019-01-01,CUNDINAMARCA,Sin Estrato,No,Sin Estrato - No,221.04545454545453,264
2019-01-01,CUNDINAMARCA,Sin Estrato,Si,Sin Estrato - Si,243.1609756097561,205
2019-01-01,EXTRANJERO,Estrato 1,No,Estrato 1 - No,233.0,10
2019-01-01,EXTRANJERO,Estrato 1,Si,Estrato 1 - Si,245.9375,16
2019-01-01,EXTRANJERO,Estrato 2,No,Estrato 2 - No,251.28571428571428,7
2019-01-01,EXTRANJERO,Estrato 2,Si,Estrato 2 - Si,249.28571428571428,21
2019-01-01,EXTRANJERO,Estrato 3,No,Estrato 3 - No,231.75,4
2019-01-01,EXTRANJERO,Estrato 3,Si,Estrato 3 - Si,231.13333333333333,15
2019-01-01,EXTRANJERO,Sin Estrato,No,Sin Estrato - No,234.875,8
2019-01-01,EXTRANJERO,Sin Estrato,Si,Sin Estrato - Si,226.86363636363637,22
2019-01-01,GUAINIA,Estrato 1,No,Estrato 1 - No,229.1627906976744,86
2019-01-01,GUAINIA,Estrato 1,Si,Estrato 1 - Si,229.23076923076923,13
2019-01-01,GUAINIA,Estrato 2,No,Estrato 2 - No,237.0,33
2019-01-01,GUAINIA,Estrato 2,Si,Estrato 2 - Si,266.6190476190476,21
2019-01-01,GUAINIA,Estrato 3,No,Estrato 3 - No,227.36363636363637,11
2019-01-01,GUAINIA,Estrato 3,Si,Estrato 3 - Si,238.1,10
2019-01-01,GUAINIA,Sin Estrato,No,Sin Estrato - No,194.49295774647888,71
2019-01-01,GUAINIA,Sin Estrato,Si,Sin Estrato - Si,245.5,2
2019-01-01,GUAVIARE,Estrato 1,No,Estrato 1 - No,225.31666666666666,360
2019-01-01,GUAVIARE,Estrato 1,Si,Estrato 1 - Si,229.06172839506172,81
2019-01-01,GUAVIARE,Estrato 2,No,Estrato 2 - No,227.17307692307693,156
2019-01-01,GUAVIARE,Estrato 2,Si,Estrato 2 - Si,248.0909090909091,110
2019-01-01,GUAVIARE,Estrato 3,No,Estrato 3 - No,204.5909090909091,44
2019-01-01,GUAVIARE,Estrato 3,Si,Estrato 3 - Si,241.20408163265307,49
2019-01-01,GUAVIARE,Sin Estrato,No,Sin Estrato - No,200.2840909090909,88
2019-01-01,GUAVIARE,Sin Estrato,Si,Sin Estrato - Si,224.22222222222223,9
2019-01-01,HUILA,Estrato 1,No,Estrato 1 - No,242.22769672327195,4181
2019-01-01,HUILA,Estrato 1,Si,Estrato 1 - Si,252.42451923076922,2080
2019-01-01,HUILA,Estrato 2,No,Estrato 2 - No,242.3820459290188,1916
2019-01-01,HUILA,Estrato 2,Si,Estrato 2 - Si,263.56882152799255,3233
2019-01-01,HUILA,Estrato 3,No,Estrato 3 - No,223.00416666666666,240
2019-01-01,HUILA,Estrato 3,Si,Estrato 3 - Si,274.87268518518516,864
2019-01-01,HUILA,Sin Estrato,No,Sin Estrato - No,225.88953488372093,172
2019-01-01,HUILA,Sin Estrato,Si,Sin Estrato - Si,231.7325581395349,86
2019-01-01,LA GUAJIRA,Estrato 1,No,Estrato 1 - No,220.3580450302032,1821
2019-01-01,LA GUAJIRA,Estrato 1,Si,Estrato 1 - Si,232.25304465493912,739
2019-01-01,LA GUAJIRA,Estrato 2,No,Estrato 2 - No,223.03051181102362,1016
2019-01-01,LA GUAJIRA,Estrato 2,Si,Estrato 2 - Si,246.23235031277926,1119
2019-01-01,LA GUAJIRA,Estrato 3,No,Estrato 3 - No,209.64285714285714,392
2019-01-01,LA GUAJIRA,Estrato 3,Si,Estrato 3 - Si,242.78947368421052,627
2019-01-01,LA GUAJIRA,Sin Estrato,No,Sin Estrato - No,196.04017857142858,1344
2019-01-01,LA GUAJIRA,Sin Estrato,Si,Sin Estrato - Si,201.2373540856031,257
2019-01-01,MAGDALENA,Estrato 1,No,Estrato 1 - No,216.85433679099538,4531
2019-01-01,MAGDALENA,Estrato 1,Si,Estrato 1 - Si,228.61670235546038,1868
2019-01-01,MAGDALENA,Estrato 2,No,Estrato 2 - No,216.35780885780886,1716
2019-01-01,MAGDALENA,Estrato 2,Si,Estrato 2 - Si,238.7866601275135,2039
2019-01-01,MAGDALENA,Estrato 3,No,Estrato 3 - No,210.89064558629775,759
2019-01-01,MAGDALENA,Estrato 3,Si,Estrato 3 - Si,245.7075748678802,1703
2019-01-01,MAGDALENA,Sin Estrato,No,Sin Estrato - No,198.6508226691042,1094
2019-01-01,MAGDALENA,Sin Estrato,Si,Sin Estrato - Si,201.72075471698113,265
2019-01-01,META,Estrato 1,No,Estrato 1 - No,234.10139702568725,2219
2019-01-01,META,Estrato 1,Si,Estrato 1 - Si,247.11267605633802,1491
2019-01-01,META,Estrato 2,No,Estrato 2 - No,238.32799013563502,1622
2019-01-01,META,Estrato 2,Si,Estrato 2 - Si,252.70160726764502,2862
2019-01-01,META,Estrato 3,No,Estrato 3 - No,238.46726862302484,443
2019-01-01,META,Estrato 3,Si,Estrato 3 - Si,266.12392969806217,2219
2019-01-01,META,Sin Estrato,No,Sin Estrato - No,217.0569105691057,246
2019-01-01,META,Sin Estrato,Si,Sin Estrato - Si,225.2125,80
2019-01-01,NARIÑO,Estrato 1,No,Estrato 1 - No,240.38113979848868,6352
2019-01-01,NARIÑO,Estrato 1,Si,Estrato 1 - Si,255.77364725320115,2421
2019-01-01,NARIÑO,Estrato 2,No,Estrato 2 - No,237.88470728793308,1674
2019-01-01,NARIÑO,Estrato 2,Si,Estrato 2 - Si,270.55408970976254,2274
2019-01-01,NARIÑO,Estrato 3,No,Estrato 3 - No,226.546,500
2019-01-01,NARIÑO,Estrato 3,Si,Estrato 3 - Si,277.6793760831889,1154
2019-01-01,NARIÑO,Sin Estrato,No,Sin Estrato - No,207.62908011869436,674
2019-01-01,NARIÑO,Sin Estrato,Si,Sin Estrato - Si,220.1345029239766,171
2019-01-01,NORTE SANTANDER,Estrato 1,No,Estrato 1 - No,244.25956649719026,3737
2019-01-01,NORTE SANTANDER,Estrato 1,Si,Estrato 1 - Si,257.39258932509927,2267
2019-01-01,NORTE SANTANDER,Estrato 2,No,Estrato 2 - No,246.19094404100812,2341
2019-01-01,NORTE SANTANDER,Estrato 2,Si,Estrato 2 - Si,264.46212896622313,3908
2019-01-01,NORTE SANTANDER,Estrato 3,No,Estrato 3 - No,236.98879551820727,357
2019-01-01,NORTE SANTANDER,Estrato 3,Si,Estrato 3 - Si,274.8116129032258,1550
2019-01-01,NORTE SANTANDER,Sin Estrato,No,Sin Estrato - No,219.7810945273632,201
2019-01-01,NORTE SANTANDER,Sin Estrato,Si,Sin Estrato - Si,233.3404255319149,94
2019-01-01,PUTUMAYO,Estrato 1,No,Estrato 1 - No,236.3155436957972,1499
2019-01-01,PUTUMAYO,Estrato 1,Si,Estrato 1 - Si,256.66457680250784,638
2019-01-01,PUTUMAYO,Estrato 2,No,Estrato 2 - No,231.08244680851064,376
2019-01-01,PUTUMAYO,Estrato 2,Si,Estrato 2 - Si,252.4317548746518,359
2019-01-01,PUTUMAYO,Estrato 3,No,Estrato 3 - No,218.97029702970298,101
2019-01-01,PUTUMAYO,Estrato 3,Si,Estrato 3 - Si,257.155737704918,122
2019-01-01,PUTUMAYO,Sin Estrato,No,Sin Estrato - No,216.44274809160305,393
2019-01-01,PUTUMAYO,Sin Estrato,Si,Sin Estrato - Si,228.1578947368421,57
2019-01-01,QUINDIO,Estrato 1,No,Estrato 1 - No,234.64850976361768,973
2019-01-01,QUINDIO,Estrato 1,Si,Estrato 1 - Si,250.29374201787994,783
2019-01-01,QUINDIO,Estrato 2,No,Estrato 2 - No,239.10371517027863,646
2019-01-01,QUINDIO,Estrato 2,Si,Estrato 2 - Si,256.5531229877656,1553
2019-01-01,QUINDIO,Estrato 3,No,Estrato 3 - No,244.27218934911244,169
2019-01-01,QUINDIO,Estrato 3,Si,Estrato 3 - Si,267.61392949269134,1163
2019-01-01,QUINDIO,Sin Estrato,No,Sin Estrato - No,222.92727272727274,55
2019-01-01,QUINDIO,Sin Estrato,Si,Sin Estrato - Si,218.57777777777778,45
2019-01-01,RISARALDA,Estrato 1,No,Estrato 1 - No,231.4271844660194,1339
2019-01-01,RISARALDA,Estrato 1,Si,Estrato 1 - Si,245.1369740376007,1117
2019-01-01,RISARALDA,Estrato 2,No,Estrato 2 - No,235.2484126984127,1260
2019-01-01,RISARALDA,Estrato 2,Si,Estrato 2 - Si,255.2906804733728,2704
2019-01-01,RISARALDA,Estrato 3,No,Estrato 3 - No,239.38141025641025,312
2019-01-01,RISARALDA,Estrato 3,Si,Estrato 3 - Si,263.5997171145686,2121
2019-01-01,RISARALDA,Sin Estrato,No,Sin Estrato - No,207.07368421052632,95
2019-01-01,RISARALDA,Sin Estrato,Si,Sin Estrato - Si,233.51666666666668,60
2019-01-01,SAN ANDRES,Estrato 1,No,Estrato 1 - No,224.67391304347825,92
2019-01-01,SAN ANDRES,Estrato 1,Si,Estrato 1 - Si,226.28571428571428,35
2019-01-01,SAN ANDRES,Estrato 2,No,Estrato 2 - No,226.78980891719746,157
2019-01-01,SAN ANDRES,Estrato 2,Si,Estrato 2 - Si,234.83333333333334,84
2019-01-01,SAN ANDRES,Estrato 3,No,Estrato 3 - No,234.2,75
2019-01-01,SAN ANDRES,Estrato 3,Si,Estrato 3 - Si,257.5764705882353,85
2019-01-01,SAN ANDRES,Sin Estrato,No,Sin Estrato - No,195.4,10
2019-01-01,SAN ANDRES,Sin Estrato,Si,Sin Estrato - Si,199.6,5
2019-01-01,SANTANDER,Estrato 1,No,Estrato 1 - No,246.81825993555316,4655
2019-01-01,SANTANDER,Estrato 1,Si,Estrato 1 - Si,258.9006056287852,2807
2019-01-01,SANTANDER,Estrato 2,No,Estrato 2 - No,252.03691275167785,2980
2019-01-01,SANTANDER,Estrato 2,Si,Estrato 2 - Si,267.9370205173952,5605
2019-01-01,SANTANDER,Estrato 3,No,Estrato 3 - No,247.13711911357342,722
2019-01-01,SANTANDER,Estrato 3,Si,Estrato 3 - Si,281.31068601583115,4548
2019-01-01,SANTANDER,Sin Estrato,No,Sin Estrato - No,219.12765957446808,235
2019-01-01,SANTANDER,Sin Estrato,Si,Sin Estrato - Si,255.24827586206897,145
2019-01-01,SUCRE,Estrato 1,No,Estrato 1 - No,231.78099270759822,4251
2019-01-01,SUCRE,Estrato 1,Si,Estrato 1 - Si,254.68442292171105,1239
2019-01-01,SUCRE,Estrato 2,No,Estrato 2 - No,231.0793774319066,1285
2019-01-01,SUCRE,Estrato 2,Si,Estrato 2 - Si,262.426912568306,1464
2019-01-01,SUCRE,Estrato 3,No,Estrato 3 - No,208.31052631578947,380
2019-01-01,SUCRE,Estrato 3,Si,Estrato 3 - Si,255.84883720930233,516
2019-01-01,SUCRE,Sin Estrato,No,Sin Estrato - No,202.08187134502924,513
2019-01-01,SUCRE,Sin Estrato,Si,Sin Estrato - Si,219.5818181818182,55
2019-01-01,TOLIMA,Estrato 1,No,Estrato 1 - No,225.44746268656718,3350
2019-01-01,TOLIMA,Estrato 1,Si,Estrato 1 - Si,239.06523157208088,1533
2019-01-01,TOLIMA,Estrato 2,No,Estrato 2 - No,230.328125,2752
2019-01-01,TOLIMA,Estrato 2,Si,Estrato 2 - Si,252.33417028075783,4381
2019-01-01,TOLIMA,Estrato 3,No,Estrato 3 - No,226.638202247191,445
2019-01-01,TOLIMA,Estrato 3,Si,Estrato 3 - Si,265.15268292682924,2050
2019-01-01,TOLIMA,Sin Estrato,No,Sin Estrato - No,205.6769911504425,226
2019-01-01,TOLIMA,Sin Estrato,Si,Sin Estrato - Si,218.72,75
2019-01-01,VALLE,Estrato 1,No,Estrato 1 - No,229.98657718120805,4917
2019-01-01,VALLE,Estrato 1,Si,Estrato 1 - Si,243.15720831864647,5674
2019-01-01,VALLE,Estrato 2,No,Estrato 2 - No,236.63941018766755,3730
2019-01-01,VALLE,Estrato 2,Si,Estrato 2 - Si,254.17660626029655,12140
2019-01-01,VALLE,Estrato 3,No,Estrato 3 - No,237.14657666345227,1037
2019-01-01,VALLE,Estrato 3,Si,Estrato 3 - Si,263.54772524531666,8968
2019-01-01,VALLE,Sin Estrato,No,Sin Estrato - No,203.18708240534522,449
2019-01-01,VALLE,Sin Estrato,Si,Sin Estrato - Si,222.45092024539878,326
2019-01-01,VAUPES,Estrato 1,No,Estrato 1 - No,225.8921568627451,102
2019-01-01,VAUPES,Estrato 1,Si,Estrato 1 - Si,229.0,8
2019-01-01,VAUPES,Estrato 2,No,Estrato 2 - No,226.71428571428572,21
2019-01-01,VAUPES,Estrato 2,Si,Estrato 2 - Si,205.0,5
2019-01-01,VAUPES,Estrato 3,No,Estrato 3 - No,201.30769230769232,13
2019-01-01,VAUPES,Estrato 3,Si,Estrato 3 - Si,167.0,2
2019-01-01,VAUPES,Sin Estrato,No,Sin Estrato - No,199.8785046728972,107
2019-01-01,VAUPES,Sin Estrato,Si,Sin Estrato - Si,175.4,5
2019-01-01,VICHADA,Estrato 1,No,Estrato 1 - No,230.21025641025642,195
2019-01-01,VICHADA,Estrato 1,Si,Estrato 1 - Si,237.27027027027026,37
2019-01-01,VICHADA,Estrato 2,No,Estrato 2 - No,236.0,56
2019-01-01,VICHADA,Estrato 2,Si,Estrato 2 - Si,248.84,25
2019-01-01,VICHADA,Estrato 3,No,Estrato 3 - No,238.48,25
2019-01-01,VICHADA,Estrato 3,Si,Estrato 3 - Si,248.1,10
2019-01-01,VICHADA,Sin Estrato,No,Sin Estrato - No,201.65346534653466,101
2019-01-01,VICHADA,Sin Estrato,Si,Sin Estrato - Si,213.66666666666666,6
2020-01-01,AMAZONAS,Estrato 1,No,Estrato 1 - No,215.3248407643312,157
2020-01-01,AMAZONAS,Estrato 1,Si,Estrato 1 - Si,226.15384615384616,26
2020-01-01,AMAZONAS,Estrato 2,No,Estrato 2 - No,228.3230769230769,130
2020-01-01,AMAZONAS,Estrato 2,Si,Estrato 2 - Si,231.62222222222223,45
2020-01-01,AMAZONAS,Estrato 3,No,Estrato 3 - No,233.64473684210526,76
2020-01-01,AMAZONAS,Estrato 3,Si,Estrato 3 - Si,269.93939393939394,33
2020-01-01,AMAZONAS,Sin Estrato,No,Sin Estrato - No,202.2183908045977,87
2020-01-01,AMAZONAS,Sin Estrato,Si,Sin Estrato - Si,221.15384615384616,13
2020-01-01,ANTIOQUIA,Estrato 1,No,Estrato 1 - No,217.198231292517,7350
2020-01-01,ANTIOQUIA,Estrato 1,Si,Estrato 1 - Si,233.32953044313678,8327
2020-01-01,ANTIOQUIA,Estrato 2,No,Estrato 2 - No,224.43139717425433,6370
2020-01-01,ANTIOQUIA,Estrato 2,Si,Estrato 2 - Si,246.9180404209742,21474
2020-01-01,ANTIOQUIA,Estrato 3,No,Estrato 3 - No,222.0884109916368,1674
2020-01-01,ANTIOQUIA,Estrato 3,Si,Estrato 3 - Si,260.62741042642494,16439
2020-01-01,ANTIOQUIA,Sin Estrato,No,Sin Estrato - No,201.59435364041605,673
2020-01-01,ANTIOQUIA,Sin Estrato,Si,Sin Estrato - Si,221.1698473282443,524
2020-01-01,ARAUCA,Estrato 1,No,Estrato 1 - No,236.61904761904762,903
2020-01-01,ARAUCA,Estrato 1,Si,Estrato 1 - Si,252.2849002849003,702
2020-01-01,ARAUCA,Estrato 2,No,Estrato 2 - No,233.31636363636363,275
2020-01-01,ARAUCA,Estrato 2,Si,Estrato 2 - Si,253.29646017699116,452
2020-01-01,ARAUCA,Estrato 3,No,Estrato 3 - No,221.54794520547946,73
2020-01-01,ARAUCA,Estrato 3,Si,Estrato 3 - Si,250.01273885350318,157
2020-01-01,ARAUCA,Sin Estrato,No,Sin Estrato - No,213.53284671532847,137
2020-01-01,ARAUCA,Sin Estrato,Si,Sin Estrato - Si,218.1917808219178,73
2020-01-01,ATLANTICO,Estrato 1,No,Estrato 1 - No,226.2277377794619,5278
2020-01-01,ATLANTICO,Estrato 1,Si,Estrato 1 - Si,247.3820564516129,5952
2020-01-01,ATLANTICO,Estrato 2,No,Estrato 2 - No,225.33961417676088,2229
2020-01-01,ATLANTICO,Estrato 2,Si,Estrato 2 - Si,254.2028901734104,6920
2020-01-01,ATLANTICO,Estrato 3,No,Estrato 3 - No,220.55745341614906,644
2020-01-01,ATLANTICO,Estrato 3,Si,Estrato 3 - Si,262.12032480314963,4064
2020-01-01,ATLANTICO,Sin Estrato,No,Sin Estrato - No,203.86533665835412,401
2020-01-01,ATLANTICO,Sin Estrato,Si,Sin Estrato - Si,218.2175438596491,285
2020-01-01,BOGOTA,Estrato 1,No,Estrato 1 - No,232.4580304031725,1513
2020-01-01,BOGOTA,Estrato 1,Si,Estrato 1 - Si,249.88105352591333,5885
2020-01-01,BOGOTA,Estrato 2,No,Estrato 2 - No,237.91107078039929,2755
2020-01-01,BOGOTA,Estrato 2,Si,Estrato 2 - Si,261.6845438224253,30635
2020-01-01,BOGOTA,Estrato 3,No,Estrato 3 - No,244.9116186693148,1007
2020-01-01,BOGOTA,Estrato 3,Si,Estrato 3 - Si,276.06702788723857,26392
2020-01-01,BOGOTA,Sin Estrato,No,Sin Estrato - No,225.23853211009174,109
2020-01-01,BOGOTA,Sin Estrato,Si,Sin Estrato - Si,245.2404181184669,287
2020-01-01,BOLIVAR,Estrato 1,No,Estrato 1 - No,217.59976226863645,5889
2020-01-01,BOLIVAR,Estrato 1,Si,Estrato 1 - Si,237.50721020521354,3606
2020-01-01,BOLIVAR,Estrato 2,No,Estrato 2 - No,217.69679300291546,2401
2020-01-01,BOLIVAR,Estrato 2,Si,Estrato 2 - Si,249.21815655396017,4318
2020-01-01,BOLIVAR,Estrato 3,No,Estrato 3 - No,207.3672131147541,915
2020-01-01,BOLIVAR,Estrato 3,Si,Estrato 3 - Si,257.73686305732485,2512
2020-01-01,BOLIVAR,Sin Estrato,No,Sin Estrato - No,199.64770070148091,1283
2020-01-01,BOLIVAR,Sin Estrato,Si,Sin Estrato - Si,206.38359201773835,451
2020-01-01,BOYACA,Estrato 1,No,Estrato 1 - No,240.99166350890488,2639
2020-01-01,BOYACA,Estrato 1,Si,Estrato 1 - Si,256.72783083219645,1466
2020-01-01,BOYACA,Estrato 2,No,Estrato 2 - No,246.60354330708662,2540
2020-01-01,BOYACA,Estrato 2,Si,Estrato 2 - Si,271.300508646999,4915
2020-01-01,BOYACA,Estrato 3,No,Estrato 3 - No,241.48377581120943,339
2020-01-01,BOYACA,Estrato 3,Si,Estrato 3 - Si,279.7849002849003,2106
2020-01-01,BOYACA,Sin Estrato,No,Sin Estrato - No,214.4757281553398,103
2020-01-01,BOYACA,Sin Estrato,Si,Sin Estrato - Si,247.3972602739726,73
2020-01-01,CALDAS,Estrato 1,No,Estrato 1 - No,228.5773899848255,1318
2020-01-01,CALDAS,Estrato 1,Si,Estrato 1 - Si,243.06682577565633,1257
2020-01-01,CALDAS,Estrato 2,No,Estrato 2 - No,234.2982158028887,1177
2020-01-01,CALDAS,Estrato 2,Si,Estrato 2 - Si,253.6144177449168,2705
2020-01-01,CALDAS,Estrato 3,No,Estrato 3 - No,226.8403361344538,238
2020-01-01,CALDAS,Estrato 3,Si,Estrato 3 - Si,270.0121512151215,2222
2020-01-01,CALDAS,Sin Estrato,No,Sin Estrato - No,220.25531914893617,94
2020-01-01,CALDAS,Sin Estrato,Si,Sin Estrato - Si,229.48387096774192,62
2020-01-01,CAQUETA,Estrato 1,No,Estrato 1 - No,227.29902491874324,923
2020-01-01,CAQUETA,Estrato 1,Si,Estrato 1 - Si,245.6626768226333,919
2020-01-01,CAQUETA,Estrato 2,No,Estrato 2 - No,227.16618911174785,349
2020-01-01,CAQUETA,Estrato 2,Si,Estrato 2 - Si,247.6055625790139,791
2020-01-01,CAQUETA,Estrato 3,No,Estrato 3 - No,220.6125,80
2020-01-01,CAQUETA,Estrato 3,Si,Estrato 3 - Si,251.64970059880238,334
2020-01-01,CAQUETA,Sin Estrato,No,Sin Estrato - No,210.26896551724138,145
2020-01-01,CAQUETA,Sin Estrato,Si,Sin Estrato - Si,219.91304347826087,69
2020-01-01,CASANARE,Estrato 1,No,Estrato 1 - No,236.55180722891566,1245
2020-01-01,CASANARE,Estrato 1,Si,Estrato 1 - Si,252.73440285204993,1122
2020-01-01,CASANARE,Estrato 2,No,Estrato 2 - No,239.6103448275862,580
2020-01-01,CASANARE,Estrato 2,Si,Estrato 2 - Si,257.5157740278797,1363
